"SKU","snapshot_date","units_in_stock","units_sold_7d","units_sold_30d","units_sold_60d","days_of_inventory_left","dead_stock_flag","total_order_quantity","avg_cost_per_unit","avg_lead_time","expected_delivery","actual_delivery"
"SKU-SHI-0054","2022-01-30",75,1,3,3,750.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2022-01-30",110,0,1,1,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2022-02-06",0,31,194,221,0.0,"N",351.0,705.0,59.0,"2022-04-01","2022-04-06"
"SKU-PAN-0002","2022-02-06",0,17,82,102,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2022-02-06",0,18,64,77,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2022-02-06",66,7,45,54,44.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2022-02-06",25,4,24,31,31.2,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2022-02-06",67,5,24,28,83.8,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2022-02-06",79,4,20,22,118.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2022-02-06",110,7,19,25,173.7,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2022-02-06",78,5,14,19,167.1,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2022-02-06",64,6,19,22,101.1,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2022-02-06",112,5,10,10,336.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2022-02-06",45,3,12,13,112.5,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2022-02-06",73,1,17,17,128.8,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2022-02-06",40,3,11,14,109.1,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2022-02-06",135,0,3,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2022-02-06",117,3,10,10,351.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2022-02-06",72,3,7,10,308.6,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2022-02-06",113,0,7,8,484.3,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2022-02-06",52,0,6,9,260.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2022-02-06",79,3,10,12,237.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2022-02-06",77,1,7,8,330.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2022-02-06",104,0,2,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2022-02-06",117,3,10,11,351.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2022-02-06",58,0,4,5,435.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2022-02-06",85,0,9,10,283.3,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2022-02-06",82,1,5,5,492.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2022-02-06",43,1,5,6,258.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2022-02-06",100,0,7,7,428.6,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2022-02-06",94,0,3,3,940.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2022-02-06",60,0,2,2,900.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2022-02-06",46,1,3,3,460.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2022-02-06",91,0,5,6,546.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2022-02-06",116,2,3,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2022-02-06",63,0,2,3,945.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2022-02-06",45,4,8,8,168.8,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2022-02-06",127,0,2,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2022-02-06",113,0,3,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2022-02-06",45,0,1,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2022-02-06",110,1,4,5,825.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2022-02-06",124,0,3,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2022-02-06",126,0,2,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2022-02-06",123,0,2,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2022-02-06",57,0,2,4,855.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2022-02-06",105,1,3,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2022-02-06",107,1,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2022-02-06",125,0,5,5,750.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2022-02-06",101,1,1,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2022-02-06",52,1,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2022-02-06",121,1,4,5,907.5,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2022-02-06",117,0,4,6,877.5,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2022-02-06",70,1,3,4,700.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2022-02-06",77,1,1,1,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2022-02-06",69,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2022-02-06",75,0,3,3,750.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2022-02-06",110,0,1,1,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2022-02-13",0,35,191,256,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2022-02-13",0,18,84,120,0.0,"N",136.0,982.0,37.0,"2022-03-19","2022-03-22"
"SKU-SHI-0003","2022-02-13",0,6,54,83,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2022-02-13",63,3,35,57,54.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2022-02-13",20,5,25,36,24.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2022-02-13",62,5,21,33,88.6,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2022-02-13",74,5,21,27,105.7,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2022-02-13",105,5,23,30,137.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2022-02-13",74,4,13,23,170.8,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2022-02-13",58,6,21,28,82.9,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2022-02-13",109,3,12,13,272.5,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2022-02-13",43,2,12,15,107.5,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2022-02-13",73,0,13,17,168.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2022-02-13",37,3,11,17,100.9,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2022-02-13",131,4,6,9,655.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2022-02-13",115,2,11,12,313.6,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2022-02-13",71,1,8,11,266.2,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2022-02-13",112,1,5,9,672.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2022-02-13",51,1,7,10,218.6,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2022-02-13",79,0,9,12,263.3,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2022-02-13",75,2,8,10,281.2,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2022-02-13",102,2,4,4,765.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2022-02-13",116,1,9,12,386.7,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2022-02-13",55,3,7,8,235.7,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2022-02-13",81,4,13,14,186.9,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2022-02-13",81,1,4,6,607.5,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2022-02-13",42,1,5,7,252.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2022-02-13",99,1,7,8,424.3,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2022-02-13",93,1,4,4,697.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2022-02-13",58,2,4,4,435.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2022-02-13",45,1,2,4,675.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2022-02-13",91,0,5,6,546.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2022-02-13",116,0,3,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2022-02-13",63,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2022-02-13",45,0,8,8,168.8,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2022-02-13",124,3,3,6,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2022-02-13",112,1,4,4,840.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2022-02-13",44,1,2,3,660.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2022-02-13",110,0,3,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2022-02-13",124,0,3,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2022-02-13",125,1,3,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2022-02-13",122,1,3,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2022-02-13",57,0,2,4,855.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2022-02-13",105,0,2,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2022-02-13",107,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2022-02-13",125,0,4,5,937.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2022-02-13",101,0,1,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2022-02-13",51,1,2,4,765.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2022-02-13",121,0,3,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2022-02-13",113,4,8,10,423.8,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2022-02-13",69,1,3,5,690.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2022-02-13",77,0,1,1,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2022-02-13",69,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2022-02-13",75,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2022-02-13",110,0,1,1,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2022-02-20",0,28,164,284,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2022-02-20",0,17,71,137,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2022-02-20",0,6,50,89,0.0,"N",109.0,1004.0,54.0,"2022-04-13","2022-04-15"
"SKU-TSH-0004","2022-02-20",55,8,33,65,50.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2022-02-20",18,2,19,38,28.4,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2022-02-20",60,2,18,35,100.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2022-02-20",71,3,17,30,125.3,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2022-02-20",102,3,21,33,145.7,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2022-02-20",71,3,13,26,163.8,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2022-02-20",53,5,23,33,69.1,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2022-02-20",108,1,9,14,360.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2022-02-20",42,1,9,16,140.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2022-02-20",71,2,10,19,213.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2022-02-20",36,1,9,18,120.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2022-02-20",130,1,6,10,650.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2022-02-20",113,2,9,14,376.7,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2022-02-20",69,2,9,13,230.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2022-02-20",112,0,2,9,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2022-02-20",51,0,1,10,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2022-02-20",77,2,8,14,288.8,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2022-02-20",75,0,6,10,375.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2022-02-20",100,2,6,6,500.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2022-02-20",114,2,10,14,342.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2022-02-20",52,3,7,11,222.9,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2022-02-20",81,0,8,14,303.8,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2022-02-20",79,2,5,8,474.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2022-02-20",42,0,2,7,630.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2022-02-20",99,0,4,8,742.5,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2022-02-20",92,1,3,5,920.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2022-02-20",57,1,3,5,570.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2022-02-20",44,1,3,5,440.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2022-02-20",91,0,1,6,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2022-02-20",115,1,4,5,862.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2022-02-20",63,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2022-02-20",45,0,7,8,192.9,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2022-02-20",123,1,4,7,922.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2022-02-20",112,0,4,4,840.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2022-02-20",42,2,3,5,420.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2022-02-20",109,1,3,6,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2022-02-20",124,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2022-02-20",124,1,4,5,930.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2022-02-20",122,0,2,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2022-02-20",56,1,2,5,840.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2022-02-20",105,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2022-02-20",107,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2022-02-20",125,0,4,5,937.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2022-02-20",101,0,1,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2022-02-20",50,1,3,5,500.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2022-02-20",121,0,3,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2022-02-20",112,1,8,11,420.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2022-02-20",68,1,4,6,510.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2022-02-20",77,0,1,1,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2022-02-20",69,0,0,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2022-02-20",75,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2022-02-20",109,1,2,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2022-02-27",0,34,150,318,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2022-02-27",0,10,64,147,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2022-02-27",0,9,44,98,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2022-02-27",48,7,30,72,48.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2022-02-27",12,6,20,44,18.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2022-02-27",56,4,20,39,84.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2022-02-27",69,2,16,32,129.4,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2022-02-27",101,1,18,34,168.3,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2022-02-27",69,2,15,28,138.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2022-02-27",51,2,22,35,69.5,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2022-02-27",106,2,11,16,289.1,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2022-02-27",38,4,12,20,95.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2022-02-27",70,1,4,20,525.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2022-02-27",35,1,8,19,131.2,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2022-02-27",128,2,7,12,548.6,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2022-02-27",109,4,12,18,272.5,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2022-02-27",69,0,6,13,345.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2022-02-27",111,1,2,10,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2022-02-27",49,2,3,12,490.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2022-02-27",76,1,6,15,380.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2022-02-27",73,2,7,12,312.9,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2022-02-27",99,1,7,7,424.3,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2022-02-27",112,2,10,16,336.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2022-02-27",50,2,8,13,187.5,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2022-02-27",79,2,7,16,338.6,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2022-02-27",79,0,5,8,474.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2022-02-27",41,1,3,8,410.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2022-02-27",98,1,5,9,588.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2022-02-27",92,0,3,5,920.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2022-02-27",55,2,5,7,330.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2022-02-27",42,2,5,7,252.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2022-02-27",90,1,1,7,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2022-02-27",115,0,3,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2022-02-27",62,1,1,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2022-02-27",43,2,8,10,161.2,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2022-02-27",123,0,4,7,922.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2022-02-27",112,0,3,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2022-02-27",40,2,5,7,240.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2022-02-27",108,1,3,7,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2022-02-27",123,1,2,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2022-02-27",123,1,4,6,922.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2022-02-27",122,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2022-02-27",56,0,1,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2022-02-27",105,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2022-02-27",106,1,2,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2022-02-27",123,2,4,7,922.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2022-02-27",101,0,1,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2022-02-27",50,0,3,5,500.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2022-02-27",121,0,1,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2022-02-27",112,0,6,11,560.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2022-02-27",68,0,3,6,680.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2022-02-27",77,0,1,1,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2022-02-27",68,1,1,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2022-02-27",74,1,2,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2022-02-27",109,0,1,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2022-03-06",0,48,156,342,0.0,"N",262.0,705.0,46.0,"2022-04-18","2022-04-21"
"SKU-PAN-0002","2022-03-06",0,14,63,146,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2022-03-06",0,17,42,104,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2022-03-06",41,7,26,73,47.3,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2022-03-06",6,6,21,45,8.6,"N",48.0,846.0,39.0,"2022-04-11","2022-04-14"
"SKU-SHI-0006","2022-03-06",49,7,21,43,70.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2022-03-06",62,7,20,38,93.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2022-03-06",97,4,16,34,181.9,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2022-03-06",65,4,15,28,130.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2022-03-06",44,7,23,39,57.4,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2022-03-06",105,1,8,17,393.8,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2022-03-06",35,3,11,23,95.5,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2022-03-06",69,1,4,21,517.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2022-03-06",32,3,8,19,120.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2022-03-06",126,2,9,14,420.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2022-03-06",108,1,10,19,324.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2022-03-06",69,0,5,11,414.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2022-03-06",106,5,7,14,454.3,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2022-03-06",47,2,5,12,282.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2022-03-06",75,1,6,15,375.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2022-03-06",70,3,8,14,262.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2022-03-06",96,3,8,10,360.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2022-03-06",111,1,6,16,555.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2022-03-06",47,3,11,16,128.2,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2022-03-06",77,2,8,17,288.8,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2022-03-06",79,0,4,8,592.5,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2022-03-06",41,0,2,7,615.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2022-03-06",98,0,2,9,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2022-03-06",90,2,4,7,675.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2022-03-06",54,1,6,8,270.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2022-03-06",42,0,5,7,252.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2022-03-06",89,1,2,7,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2022-03-06",114,1,3,6,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2022-03-06",60,2,3,5,600.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2022-03-06",42,1,4,11,315.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2022-03-06",123,0,4,6,922.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2022-03-06",111,1,2,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2022-03-06",40,0,5,7,240.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2022-03-06",108,0,2,6,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2022-03-06",123,0,1,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2022-03-06",121,2,5,8,726.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2022-03-06",121,1,2,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2022-03-06",55,1,2,5,825.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2022-03-06",105,0,0,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2022-03-06",106,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2022-03-06",123,0,2,7,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2022-03-06",100,1,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2022-03-06",50,0,2,3,750.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2022-03-06",120,1,1,6,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2022-03-06",111,1,6,10,555.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2022-03-06",67,1,3,7,670.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2022-03-06",76,1,1,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2022-03-06",67,1,2,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2022-03-06",74,0,1,4,999.0,"N",0.0,0.0,0.0,"",""
